Score,Review
40,"Make sure you check the pictures on TripAdvisor from the entrance. Without them you wont find it. They basically have 6 dishes on the menue but all of them are amazingly well done. Full of locals. Nice interior, felt original. Food was on the table within minutes! Make sure to try the dumplings. They are the best i had ever."
30,"Tried the dumplings and the hot noodles - noodles were pretty good but the soup was very garlicky. I didn't feel like the dumplings were anything special either - just standard pork dumplings, and if anything, a little bland and dry."
40,"Ate here twice when i went to Seoul, two years apart. Lines here are usually long but the queue is quick. You might also miss looking for the place since the entrance is small but you can usually see people lining up outside.  They only have 4 items on the menu. I really recommend the dumplings and the noodles. The noodle broth was nice, flavourful and a bit thick. The dumplings were meaty, plump and juicy. Their kimchi is also very nice, very cold and very spicy.  Definitely a must eat for me when I am in Seoul. Looking forward to my next trip here."
30,"Read much online regarding this restaurant hence we went to eat there. When we were there, it was half full of people and staff was OK. We ordered their famous dumpling (one featured) and 1 noodle. They only have like 3 - 4 dishes. Noodle was good as it was chewy but the dumpling was average. Too much garlic for me. It was one of those places whereby you try it once and that's about it."
50,"Only 4 dishes in the menu and we tried 3 of them. Loved the dumplings and the dry noodles! Service is really quick but expect a crowd during dinner time. BTW, the dumplings still taste just as good when you takeaway."
40,"Always full house. Recommended to try all food It only few itemin menu,soya mee ，mee soup,and 饺子。 The chili super nice.must try it Nice food friendly staff"
40,"There was a queue when we entered the restaurant but it moved really fast. The service was fast since there are only 4 items in the menu. Dumplings were really nice and juicy. It is really value for money. The cold noodles were not too bad but I like it with less sauce as it tasted quite salty. I would prefer a lighter version. The kimchi was flavourful and spicy. The hot noodle soup was quite a big portion and although my children are big eaters, they could not finish it. I do find the soup noodles over-rated. It was nice but not really fantastic. The noodles were a soggy after a while because we took so long to eat it. Did not try the soy bean milk noodles, seems weird to have noodles in my soya bean drink....."
50,"Good noodles, best dumplings.  The dumplings are somewhat different from the typical Chinese type of dumplings, and is abit more savoury. A must try, really! Really delicious, and comes with great sauces for dipping.  Their noodles have a nice soup, and there is always plenty of space, with 3 levels of seats."
50,"Only 3-4 things on the menu, i ate alone and order the pork noodles with wontons which was absolutely delicious. The dumplings look good too but unfortunately I didn't have it. I think their kimchi was one of the best I had on my 2 week trip in Korea though. 8000 won was very reasonable price-wise, you have to pay right after you order. Will definitely go back!"
30,"The dumplings were ok, and the hot noodles were kinda bad. The noodles were so soft and soggy. Service was poor and the waiters were very rude. They make you finish your food quickly and they asked us to leave the restaurant once we are done."
50,"These guys only make four things, and they crush at least three of them! The dumplings were absolutely delicious-juicy and flavorful. The chopped noodle soup had great flavor. The spicy noodles / contrary to the color were only mildly spicy (which was great) and they had great pepper flavor. Would highly recommend."
40,They serve wonderful dumplings and noodles dishes. I had a bowl of cold noodle which was very delicious. They have two outlets in Myeongdong. I visited just before lunchtime so I didn't have to wait long.
50,My sisters and I ordered the kalguksu and dumpling. They taste really delicious. We even came here twice during our trip in Seoul.
50,"Great place to eat in between your shopping trip in Myeong-dong. The Gyoza and the Kalguksu really taste great, although the kimchi is a little bit too strong for my liking."
50,The dumplings are great but the noodles are Super as well. Tried the minced meat noodle and the big bean soup noddle. It's amazing and the noddles should be given more focus instead of just the dumplings. Must try!
40,"There are only 4 items on the menu. Dumplings ( only one kind) and 3 types of noodles. Hand made cut noodles with minced pork in soup, ( soup is too bland ) Soy bean milk noodles and spicy looking dry noodles ( u can order this cold or hot) U also pay when your food arrives. Kimchi is replenished as much as u want from the bucket. It's a tad too salty ( in my personal opinion ) and may be too spicy for others."
